Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,sql_yn,sas_yn,d3js_yn,julia_yn,jupyter_yn,keras_yn,matlab_yn,matplotlib_yn,pytorch_yn,scikit_yn,tensor_yn,weka_yn,selenium_yn,hadoop_yn,tableau_yn,bi_yn,bigml_yn,rapidminer_yn,flink_yn,datarobot_yn,hana_yn,mongo_yn,trifacta_yn,minitab_yn,kafka_yn,microstrategy_yn,google_an_yn,spss_yn,job_simp,seniority_by_title,seniority_by_description,seniority,desc_len,desc_len_words
Interconnection Data Scientist,Employer Provided Salary:$100K - $120K,"hanwha q cells usa corp (“hqc us”) develops, invests, and delivers solar photovoltaic (pv) and battery energy storage systems (bess) projects through engineering, procurement, construction (epc) services in north america.  the company brings a decade of global leadership in solar pv to deliver utility-scale power generation plants customized for local and regional energy markets. hqc us offers the full spectrum of pv solutions – from the core technology of cells and modules to large-scale project development and investment. with proven capabilities across the solar and battery storage value chain, hqc us minimizes uncertainty and risk and helps customers achieve a higher return on their investment in renewable energy.  qcells is looking for an experienced data scientist with experience in energy forecasting. this position will lead thedevelopment oflong-termenergy time series probabilistic forecasting tool to facilitate our long-term utility scaled renewable revenue forecast in different markets. as aninterconnection data scientist, you would haveopportunities to collaborate with subcontractors and other data scientist to refine the forecast methodology and integration with other internal tools.",3.0,"Qcells
3.0",Remote,501 to 1000 Employees,1999,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,100.0,120.0,110.0,Qcells,Remote,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1214,172
Senior Data Scientist - Modeling & Optimization,Employer Provided Salary:$119K - $145K,"department summary:  dish is a fortune 200 company that continues to redefine the communications industry. our legacy is innovation and a willingness to challenge the status quo, including reinventing ourselves. we disrupted the pay-tv industry in the mid-90s with the launch of the dish satellite tv service, taking on some of the largest u.s. corporations in the process, and grew to be the fourth-largest pay-tv provider. we are doing it again with the first live, internet-delivered tv service – sling tv – that bucks traditional pay-tv norms and gives consumers a truly new way to access and watch television.  now we have our sights set on upending the wireless industry and unseating the entrenched incumbent carriers.  we are driven by curiosity, pride, adventure, and a desire to win – it’s in our dna. we’re looking for people with boundless energy, intelligence, and an overwhelming need to achieve to join our team as we embark on the next chapter of our story.  job duties and responsibilities:   skills, experience and requirements:       benefits:   salary range: usd $119000.00 - $145000.00 / year",2.9,"DISH
2.9","Foster City, CA",10000+ Employees,1980,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,1,119.0,145.0,132.0,DISH,CA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1113,192
Data Scientist,$92K - $130K (Glassdoor est.),"position description create and refine predictive algorithms that support the numerous product offerings as well as the overall client satisfaction initiatives for pareto intelligencetm participate in all project phases from concept, requirements, development, test, and production support explore and understand new big data and analytic technologies that enable faster and more efficient system operations, ultimately delivering timely insights and models ensure the security, confidentiality, and integrity of client information",3.7,"Pareto Intelligence
3.6","Chicago, IL",51 to 200 Employees,2013,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),0,0,92.0,130.0,111.0,Pareto Intelligence,IL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,531,69
Data Scientist - Augusta Ga,$96K - $151K (Glassdoor est.),"data scientist who we are: taxslayer makes life simpler and less stressful for millions of americans with exceptional, easy-to-use technology. trusted for over 50 years, taxslayer saves time and money for individual customers, business owners, and tax professionals by offering tax preparation software, support, and tools. our employees are among the brightest, most talented group of innovators who collaborate in a relentless effort to improve our products and exceed customer expectations. we boldly celebrate our progress and the amazing accomplishments of our team. are you a taxslayer?",3.9,"TaxSlayer
3.9","Augusta, GA",201 to 500 Employees,1965,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,96.0,151.0,123.5,TaxSlayer,GA,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,592,87
Sr. Data Scientist II,$109K - $144K (Glassdoor est.),"arthrex, inc. is a global medical device company and a leader in new product development and medical education in orthopedics. the digital enabling technologies team at arthrex is growing and we are actively searching for a data scientist. this position will be based at our campus in naples, fl. join our talented team at a global medical device company focused on helping surgeons treat their patients better™.  main objective: responsible for supporting full life cycle development of machine learning models, which includes problem analysis, data collection, data exploration and preparation, model design, testing and validation, model maintenance within ml scope of general ai, nlp, cv, llm and others.  essential duties and responsibilities: collaborates with data engineers and domain experts to profile and understand the quality of data sources and propose data clean up methods.  applies statistical analysis and machine learning (ml) techniques to profile and organize data sources and understand their quality.  collaborates with business leaders, domain experts and ml engineers to design ml solutions and their acceptance criteria.  independently designs and conducts numerical experiments to prove principles and concepts behind ml solutions.  collaborates with domain experts and ml engineers to understand how best to deliver a ml solution.  collaborates with external partners to integrate analytics and ml tools into clinical solutions.  communicates with business leaders, domain experts and ml engineers to provide actionable insights from the data sources.  participates in the review of design model verification, deployment, and monitoring procedures.  participates in the review of software product complaints and performs root cause failure analysis.  identifies and pursues novel technology to support future strategic opportunities.  oversee and support as appropriate, publications as needed within the scope of ml.  definition, setup, and maintenance of software systems for deployment in research mode.  supports quality system audits conducted by external agencies, such as fda, notified body and/or regulatory agency audits.  travel up to 10-15% domestically and internationally.   experience leading complex, cross functional teams independently.  experience contributing to strategic discussions that addresses both business and technical risks.  excellent knowledge in scripting languages to conduct data manipulation, statistical analysis, and ml modeling.  deep technical knowledge in ml methods, their design, and implementation trade-offs.  basic understanding of image processing or signal processing.  technical knowledge of statistical techniques for data analysis and hypothesis testing.  strong technical communication skills required.  experience with computer vision and medical imaging processing knowledge in the context of ai.  working knowledge of biomedical signal processing and acquisition technologies.  knowledge of software agile (sdlc) practices.   bachelor’s degree in a related field required in statistics, applied math, engineering, physics or similar  phd degree preferred  8 years of relevant work experience using python, c++ and/or r for algorithm development (oop, graph data structure and algorithms) required  experience with tensorflow, pytorch, etc. for model creation  experience with mlflow or kubeflow for mlops pipeline deployment  knowledge of data engineering and data modeling  experience working with data lakes and date repositories  arthrex 2023 benefits  medical, dental and vision insurance company-provided life insurance voluntary life insurance flexible spending account (fsa) supplemental insurance plans (accident, cancer, hospital, critical illness) matching 401(k) retirement plan annual bonus wellness incentive program free onsite medical clinics free onsite lunch tuition reimbursement program trip of a lifetime paid parental leave paid time off volunteer pto employee assistance provider (eap)  all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.  naples",3.8,"Arthrex
3.8","Naples, FL",51 to 200 Employees,1981,Company - Private,Health Care Products Manufacturing,Manufacturing,$25 to $100 million (USD),0,0,109.0,144.0,126.5,Arthrex,FL,42,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,4210,609
Data Scientist,$81K - $112K (Glassdoor est.),"about the role we are seeking a data scientist who loves to face new challenges, build solutions from the ground up, and constantly develop with the latest technology. you should be passionate about digging through data, looking for insights, uncovering trends, collaborating with your peers, delivering models, communicating the results, diving into emerging technology domains, and constantly bringing new and exciting ideas to the team. you will interact with a multidisciplinary team of software developers, product managers, and engineers all over the world to tackle interesting problems in a wide variety of financial domains. who we are finastra’s global innovation lab was founded on a simple idea: to push technology boundaries and build the future of finance. from ideation to proof of concepts to fully productized models, the innovation lab team is responsible for cutting edge research and development in artificial intelligence, blockchain, cryptocurrency, decentralized finance, and is always pushing development for creating the next great frontier of finance. in a fast-paced environment, we venture into the unknown, develop with the latest algorithms and technology, and collaborate to innovate. we treat data science as a team sport and leverage the diverse skillset of the team to constantly prototype and bring new solutions to market.",3.8,"Finastra
3.8","Atlanta, GA",10000+ Employees,2017,Company - Private,Financial Transaction Processing,Financial Services,$1 to $5 billion (USD),0,0,81.0,112.0,96.5,Finastra,GA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1358,204
Data Scientist,$111K - $160K (Glassdoor est.),"responsibilities  • make recommendations regarding the collection, extraction, and transformation of large data sets • interpret data and analyze results • translate analytical insights into clear recommendations; identify trends and patterns to inform business decisions and product design • leverage python to analyze complex data • design and develop customized interactive reports and dashboards in tableau; schedule in tableau server • define and develop a data migration strategy between different products and platforms • develop creative ways to identify and use data that significantly impact key business metrics • assess the potential usefulness and validity of new data sources • utilize statistical approaches to build predictive models • mentor other team members/ analysts to grow their skills and careers",4.5,"Colsh Consultants
4.5","Santa Clara, CA",na,2005,Other Organization,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,111.0,160.0,135.5,Colsh Consultants,CA,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,820,120
Junior Data Scientist,$77K - $118K (Glassdoor est.),"[]  btas job posting  job title: clearance requirement: junior data scientist  ts/sci  work location: position type / standard work hours: langley air force base, hampton, va  full-time/40 hours per week/on-site   junior data scientist will support the air combat command cyber defense correlation cell’s mission assurance objectives by providing relevant cyber incident and threat information to operational commanders and other cyber mission assurance entities. this is accomplished by providing analysis and correlation of incident and threat data for mission assurance stakeholders, facilitating incident response coordination for aligned mission defense teams (mdts), and supporting awareness of the cyber threat environment across the defensive cyber operations (dco) enterprise.    this position does not have supervisory responsibilities     an active ts/sci clearance or higher is required.   btas is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.  btas is an e-verify program participant.   please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice.  []",3.8,"BTAS
3.8","Hampton, VA",201 to 500 Employees,1995,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),0,0,77.0,118.0,97.5,BTAS,VA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,1482,225
Data Scientist,Employer Provided Salary:$70K - $110K,"company federal reserve bank of st. louis the supervision division of the federal reserve bank of st. louis oversees banking institutions and provides central bank services in the 8th district. the supervision division’s digital transformation consulting (dtc) team helps solve business problems to inform business decisions by using data science techniques, such as statistical models and machine learning, to automate manual tasks, provide insights, increase efficiency, and build forecasting capabilities.  we are looking for an experienced data scientist to work within the dtc team to conceive, design, and implement intelligent solutions for partners across a variety of subject matter domains. you will report to a manager and work onsite in the st. louis office. dtc is a growing unit where team members participate in setting a strategic direction, market our products to potential clients, and communicate capabilities with stakeholders. full time regular yes information technology first (united states of america)",2.5,"Federal Reserve Bank of St. Louis
2.5","Saint Louis, MO",1001 to 5000 Employees,1913,Self-employed,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,1,70.0,110.0,90.0,Federal Reserve Bank of St. Louis,MO,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1025,151
Data Scientist / AI Specialist,Employer Provided Salary:$80K - $100K,"macmillan learning is seeking a data scientist / ai specialist. the data scientist focused on ai drives innovation and insights through the development of fit-for-purpose algorithms, conducting insightful analytics, identifying data architecture and modeling, collaborating with cross-functional teams, and conducting research to identify new ai applications and techniques. this data scientist utilizes expertise in statistics, machine learning, data visualization, and programming languages such as python or r to analyze and interpret complex data sets and provide data-driven insights to support business decisions and improve product offerings. the data scientist applies excellent communication and collaboration skills to work closely with stakeholders from different teams and departments to integrate ai systems into products or services, identify requirements, and provide technical consultation on data science-related issues.  required",3.9,"Macmillan Learning
3.9","Austin, TX",501 to 1000 Employees,-1,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,0,1,80.0,100.0,90.0,Macmillan Learning,TX,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,947,125
Data Scientist,Employer Provided Salary:$140K - $160K,"la fitness is a well-established fitness company with over 700 state-of-the-art gyms and sports clubs throughout the united states and canada. based in irvine, ca & irving, tx, our it department is expanding to support new technology initiatives to keep pace with rapid company growth. our team is one of the most rewarding to work within the industry, and we now have full-time opportunities for highly experienced and motivated it professionals. as part of our ambitious growth strategy, we are embarking on a data modernization initiative, which includes integrating generative ai solutions into our operations for revenue generation, customer retention, and enhanced productivity. position overview:",3.1,"LA Fitness
3.1","Irving, TX",10000+ Employees,1984,Company - Private,Beauty & Wellness,Personal Consumer Services,$25 to $100 million (USD),0,1,140.0,160.0,150.0,LA Fitness,TX,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,703,105
Data Engineer,Employer Provided Salary:$100K,"position: data engineer location: plano, tx duration: fulltime job description: skilled in business intelligence/data warehouse, data and technical architecture, methodology, architecture, data governance, data modeling, etl tools, big data, data lake. strong expertise applying industry best practice methods and sound enterprise architecture, data architecture/ management, and integration techniques across domains. what you will be doing: end to end responsibility for data modeling (oltp, olap)",-1.0,wiselinkglobal,"Plano, TX",na,-1,Other Organization,-1,-1,Unknown / Non-Applicable,0,1,100.0,100.0,100.0,wiselinkgloba,TX,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na,na,499,64
Data Scientist,$90K - $126K (Glassdoor est.),"position purpose: the successful candidate will be based in our austin, tx facility and will support numerous research & development and test & evaluation projects related to defense, forensics, and national security. the candidate will be based in our austin, tx headquarters within the quality assurance & data science business area. the candidate must be motivated to contribute in a team environment, collaborate across multiple scientific and technical disciplines, and be excited to develop new skills. the candidate must have the flexibility to balance multiple on-going tasks while operating efficiently with minimal supervision. as needed, the candidate should be able to direct others to accomplish project tasks. the candidate must be detail oriented and be able to appropriately document their work. job functions will include performing data analytics and statistical analyses, training and optimizing machine learning and predictive models, generating visualizations, and developing automated data processing pipelines on chemical, biological, radio frequency (rf), visual (imagery), and text-based data.",3.7,"Signature Science, LLC
3.7","Austin, TX",51 to 200 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),0,0,90.0,126.0,108.0,"Signature Science, LLC",TX,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1118,158
Cleared Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,"responsibilities: noblis is seeking to hire a cleared data scientist (all levels) with an active top secret with sci and polygraph in chantilly, va  as a data scientist with our team, you will be working with our federal clients to rapidly develop innovative solutions for our clients’ immediate mission challenges. in your role, you will work on teams with other data scientists, software developers, and smes to apply the best practices and state of the art data science and machine learning processes. as a data scientist you will be working alongside cyber analysts to provide them services to develop ai/ml models on selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.  qualifications:   client engagement: · learn about and support noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · build a productive relationship with your client and understand their structure and goals. · participate in the proposal process by providing input to proposal writers. overview:",4.5,"Noblis
4.5","Chantilly, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,Noblis,VA,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1264,187
Data Scientist,$90K - $132K (Glassdoor est.),competitive pay health insurance paid time-off profit sharing training tuition reimbursement incentives,5.0,-1,-1,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,0,90.0,132.0,111.0,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,103,12
Data Scientist,$109K - $144K (Glassdoor est.),"we are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. from our environmental initiatives to our community investments, we lead with values throughout our business. to help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. discover how you can grow your career, make impact and drive real change with our winning team today. working arrangement hybrid job description boston, massachusetts $83,440.00 usd - $154,960.00 usd company: john hancock life insurance company (u.s.a.)",4.0,"John Hancock
4.0","Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD),0,0,109.0,144.0,126.5,John Hancock,MA,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,647,97
AVP Data Scientist,Employer Provided Salary:$149K - $238K,"within the digital finance team, the associate vice president – data science (avp – data science) will be responsible for developing machine learning solutions for high-profile data science initiatives. the avp – data science will notably focus on designing and training predictive analytics models and creating high-value-added solutions converting quantitative predictions into actionable insights for the business.  a successful candidate will demonstrate an excellent knowledge of the various steps of a machine learning project, including modeling, data engineering, and mlops. the candidate should also be innovation-minded, result-oriented, autonomous, and able to deliver finished products, sometimes under short deadlines.  the data science team will work closely with technology teams, rating and research teams, and other departments. the candidate should therefore be able to collaborate across multiple divisions and communicate clearly and understandably to business representatives unfamiliar with data science.  the avp – data science will also strive to meet moody’s values: openness, diversity, inclusivity, respect, and a willingness to learn.  the duties of the avp – data science include:",3.9,"Moody's
3.9","Charlotte, NC",10000+ Employees,1900,Company - Public,Research & Development,Management & Consulting,$1 to $5 billion (USD),0,1,149.0,238.0,193.5,Moody's,NC,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1209,172
Data Scientist,Employer Provided Salary:$106K - $143K,"title: data scientist location: north america department: architecture & design (sketchup) our company trimble is transforming the way the world works by delivering products and services that connect the physical and digital worlds. our core offerings in construction, transportation, agriculture, positioning, natural resources and utilities enable our customers to improve the productivity, quality and sustainability of their operations: “better, faster, greener”. 105682 142676 yes",4.2,"Applanix
4.2","Westminster, CO",51 to 200 Employees,1991,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$25 to $100 million (USD),0,1,106.0,143.0,124.5,Applanix,CO,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,485,64
Data Scientist,$94K - $130K (Glassdoor est.),"the role:  as an associate director of business intelligence you will support the development and ongoing maintenance of business intelligence projects to enable data driven decision making through automated real time reporting and visualization. the ad will see projects from start to finish by understanding the business challenge, implementing a solution, and teaching and empowering end users to leverage bi tools to reach actionable insights. you will own the datorama relationship, and you will be the subject matter expert in bi for xaxis. additionally, you will work with key stakeholders to track and report out on wider xaxis business initiatives.",3.9,"GroupM Nexus Xaxis
3.9","Chicago, IL",10000+ Employees,2003,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,94.0,130.0,112.0,GroupM Nexus Xaxis,IL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,657,101
Data Analyst Lead - Data Scientist,$88K - $122K (Glassdoor est.),"job description: we are seeking a skilled and experienced data scientist with expertise in computer vision and optical character recognition (ocr) to join our internal consultancy team. as a data scientist in this role, you will be responsible for developing a proof of concept (poc) leveraging opencv, google tesseract, and the azure tech stack. your primary objective will be to extract text from visual content, demonstrating the potential value of this technology for our company's future projects. responsibilities: collaborate with stakeholders to understand project requirements and objectives. utilize your expertise in computer vision and ocr to design and implement the poc solution. develop robust algorithms and models using opencv, google tesseract, and related tools on the azure platform. process and analyze visual data to extract relevant text and information effectively. ensure the accuracy and efficiency of ocr text extraction methods, continuously optimizing and refining the models. evaluate and test various ocr techniques to identify the most suitable approach for the given context. work closely with the data engineering team to acquire and preprocess data for the poc. provide clear documentation and insights regarding the project progress and outcomes. present findings, results, and recommendations to key stakeholders in a concise and comprehensible manner. stay up-to-date with the latest advancements in computer vision, ocr, and related technologies.",3.7,"Capgemini
3.7","Atlanta, GA",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,88.0,122.0,105.0,Capgemini,GA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1485,215
Data Scientist,Employer Provided Salary:$155K - $166K,"job description we are an awesome and experienced team, a fast-growing space startup involving senior executives and leaders from well-known commercial and government organizations. we have an incredible pool of partnerships, leaders, and talent from well-known commercial companies and governments in the space ecosystem. we promote all facets of diversity. experience in previous startups is a strong plus. experience from the space industry is not required. summary",-1.0,Fabrx Space,Remote,na,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,155.0,166.0,160.5,Fabrx Spac,Remote,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,468,67
Sr. Data Scientist,$104K - $144K (Glassdoor est.),"Position: Data Scientist Required: SQL, Python Pandas, PowerBI, Bachelor’s Degree Description: Job Summary: The Data Scientist is responsible for development of reports, analytics, and various analytics and machine learning model for a variety of business needs and requests, in addition to working directly with business personnel to gather requirements and incorporate feedback into deliverables. Assignments include developing new machine learning models using a variety of data sources, developing various user-ingested reports and dashboards, and developing various queries for report and user needs. This position works closely with all levels of the organization to ensure user-friendly and accurate reports, dashboards, and analytical models. Leadership Level: Informal Leader - No direct reports Description: Works daily independently and in groups with members across the organization while performing own job; may contribute to report/model development decision making regarding technical and business processes. May provide feedback on team member/co-worker performance to immediate supervisor. Decision Making Level: Limited (Individual Contributor) Description: Typically resolves straightforward and complex problems or problems that have routine solutions; moderate independent discretion; operates under direct supervision. Responsibilities: 60% - Coding, Model Building, and Report Development – Create code to extract data in accurate and required format for end-user ingestion. Develop front end reports to allow dynamic insights and representations of data for end-user down stream usage and work management. Create analytics models to provide insights and actionable information for the business to improve and optimize their workload. 20% - Liaison and project management – Work with various areas of the business to gather requirements, review reports, discuss feedback, gain approvals on deliverables. 20% - Group meetings, status updates, and learning – Participate in group meetings on general direction of the team and updates on overarching topics. Provide status updates on a regular cadence on ongoing work items. Learn various elements of the WEC system and business processes to ensure accurate reports and analytics models. Minimum Experience Required: 1+ years: Standard computer applications (Word, Excel, Power Point, etc.) to generate reports, create pertinent documentation and supply information to relevant parties. 5+ years: Experience with developing reports and SQL with various reporting platforms (SSRS, PowerBI, Tableu). 5+ years: Experience with developing analytics models utilizing various machine learning and analytical tools (eg: Python Pandas). Qualifications: Degree: Bachelor’s Degree preferred Area of Study: Engineering, Computer Science. In lieu of a Bachelor's degree, 8+ years of data scientist work experience will be considered. Preferred: Utility experience, Project Management experience, experience with PowerBI, AWS, and python Pandas",4.3,"Intone Networks
4.3","Chicago, IL",201 to 500 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,0,104.0,144.0,124.0,Intone Networks,IL,-1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,3001,409
"Lead Data Scientist, Economy",Employer Provided Salary:$136K - $219K,"we are hiring a lead data scientist, economy for our data and analytics (dna) data science team. dna data science partners with all of ea's game studios to offer data science products and solutions. as a lead data scientist, economy, you will report to the sr. manager and will be responsible for analyzing and interpreting player behavior data, developing economic models, maintaining in-game economies and providing actionable insights to increase the performance and drive monetization in our games. responsibilities you will collaborate with game designers, product managers and analysts to drive the monetization and retention strategies for our games utilize player behavior data and statistical analysis to provide recommendations on game features, economy design, live operations, pricing strategies, and user acquisition initiatives                we are a global team of creators, storytellers, technologists, experience originators, innovators and so much more. we believe amazing games and experiences start with teams as diverse as the players and communities we serve. at electronic arts, the only limit is your imagination.",4.0,"Electronic Arts
4.0","Austin, TX",10000+ Employees,1982,Company - Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),0,1,136.0,219.0,177.5,Electronic Arts,TX,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na,sr,1138,180
Staff Data Scientist - Advertising,Employer Provided Salary:$169K - $272K,"introduction to demandbase: demandbase is the smarter gtm™ company for b2b brands. we help marketing and sales teams overcome the disruptive data and technology fragmentation that inhibits insight and forces them to spam their prospects. we do this by injecting account intelligence into every step of the buyer journey, wherever our clients interact with customers, and by helping them orchestrate every action across systems and channels - through advertising, account-based experience, and sales motions. the result? you spot opportunities earlier, engage with them more intelligently, and close deals faster. as a company, we're as committed to growing careers as we are to building world-class technology. we invest heavily in people, our culture, and the community around us. we have offices in the san francisco bay area, seattle, and teams in the uk and india, and allow employees to work remotely.",4.4,"Demandbase
4.3","San Francisco, CA",501 to 1000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,1,169.0,272.0,220.5,Demandbase,CA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,906,140
-1,Employer Provided Salary:$120K - $172K,-1,4.1,-1,-1,201 to 500 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,1,120.0,172.0,146.0,,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,2,1
Data Scientist/Software Developer,$80K - $125K (Glassdoor est.),"petrabytes corp is looking for a full time software developer to work on its proprietary scientific software development framework.  nature of work work involves developing scientific applications using java, python for statistics, machine learning, and big data management.  work location houston, tx",3.3,Petrabytes Corporation,"Houston, TX",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,80.0,125.0,102.5,Petrabytes Corpora,TX,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,301,44
